signal_feature_alpha,signal_feature_beta,signal_feature_gamma,categorical_tier_rank,signal_feature_delta,system_efficiency_ratio,target_outcome_class
40.741,23.012,2.561,5,81.158,0.872,0
41.625,8.084,2.976,4,97.285,0.648,1
33.498,5.977,1.519,1,92.878,0.739,1
56.593,12.032,2.06,5,116.507,0.848,0
61.684,12.708,2.611,1,110.969,0.583,1
56.867,24.027,2.705,5,105.043,0.568,0
75.117,13.084,2.752,5,88.738,0.99,0
49.916,11.149,2.248,1,102.041,0.6,1
60.031,13.107,1.985,1,118.815,0.946,0
33.624,26.949,5.0,5,113.537,0.713,1
44.194,18.104,3.397,5,143.653,0.66,0
60.433,16.566,2.854,1,132.89,0.674,1
62.737,17.12,2.143,1,143.194,0.711,1
45.59,28.336,1.904,2,150.602,0.907,0
48.926,12.007,2.256,2,115.613,0.826,1
27.232,28.524,2.722,2,135.609,0.69,1
44.645,19.684,0.332,4,120.071,0.459,1
63.356,16.717,0.674,5,149.803,0.723,0
58.628,38.007,1.699,3,57.354,0.739,0
57.51,9.555,2.628,4,100.533,0.896,0
50.747,15.171,2.137,5,122.302,0.514,1
50.106,8.141,4.026,3,127.099,0.651,1
40.095,25.62,0.769,2,109.471,0.646,0
60.482,31.514,1.574,3,60.125,0.712,0
56.315,31.359,4.072,1,104.673,0.733,0
57.38,27.792,2.544,1,134.486,0.781,1
42.109,16.419,3.373,5,100.53,0.455,1
17.7,15.078,4.656,4,112.775,0.744,1
66.457,4.631,1.637,2,167.496,0.754,1
42.817,34.287,2.291,5,104.394,0.731,0
37.058,21.752,2.1,2,105.279,0.695,0
60.402,14.064,0.25,1,115.825,0.241,1
44.12,28.624,2.059,4,117.126,0.8,0
65.899,10.218,3.369,4,114.039,0.584,1
59.255,21.253,2.995,1,121.796,0.806,1
60.254,16.619,3.081,3,74.298,0.895,0
29.511,23.109,1.987,4,106.364,0.485,1
68.179,17.491,1.678,3,73.149,0.802,0
53.919,6.393,3.796,2,111.679,0.547,1
44.461,18.605,1.853,4,128.137,0.714,1
52.151,26.391,2.723,1,105.839,0.702,1
23.356,17.766,2.58,3,81.595,0.826,0
56.13,24.201,4.008,2,97.072,0.805,0
34.559,9.636,3.469,2,164.03,0.757,1
29.71,17.79,0.975,4,153.491,0.49,1
27.165,13.004,1.094,4,93.734,0.368,1
66.69,23.976,3.037,5,93.584,0.848,0
40.561,18.252,2.329,5,106.737,0.825,0
73.006,23.521,1.899,4,147.19,0.58,1
41.963,26.702,3.517,5,57.471,0.769,0
24.39,23.533,2.606,1,93.345,0.691,1
33.252,20.185,2.458,1,122.34,0.872,0
68.537,10.014,3.258,5,118.876,0.732,0
47.662,17.978,1.987,4,97.171,0.846,0
41.776,13.735,4.125,1,102.431,0.634,0
52.4,15.247,1.533,2,119.929,0.76,1
57.527,15.004,3.123,4,97.688,0.662,1
66.761,10.161,3.977,3,78.097,0.633,1
71.727,2.341,0.885,3,104.438,0.394,1
44.603,12.655,2.022,4,115.681,0.849,0
30.109,19.547,3.656,5,46.267,0.965,0
43.798,7.215,3.673,1,121.767,0.526,1
53.904,18.125,2.211,1,139.225,0.817,1
35.544,33.202,1.592,4,99.282,0.811,0
35.643,26.184,3.452,2,99.827,0.648,1
55.157,31.148,3.702,5,87.847,0.617,0
49.27,21.129,1.119,2,105.428,0.885,0
50.492,27.34,1.076,4,93.255,0.871,0
38.623,12.208,2.648,4,153.428,0.783,1
46.544,12.845,3.092,2,113.738,0.647,1
36.137,0.0,2.071,3,45.575,0.873,0
63.353,27.489,3.147,4,127.116,0.603,1
65.529,30.323,1.619,5,161.574,0.919,0
22.307,13.575,0.1,2,125.272,0.949,0
36.057,15.968,1.934,3,145.7,0.885,1
27.552,11.969,2.47,2,130.315,0.768,0
40.25,21.061,2.097,3,139.73,0.363,1
48.748,26.999,1.126,3,138.269,0.694,1
28.255,4.058,0.403,5,138.613,0.967,0
36.172,21.276,1.835,4,119.5,0.851,0
34.941,15.787,3.387,3,58.549,0.781,0
53.109,18.907,3.782,4,77.321,0.625,0
51.04,21.672,3.706,5,77.871,0.863,0
39.174,16.494,1.502,4,34.232,0.5,0
52.652,17.171,1.131,1,96.957,0.696,1
41.8,16.289,2.946,3,152.464,0.964,1
45.925,25.763,3.099,5,66.909,0.607,0
75.102,21.35,2.84,2,131.842,0.805,1
70.107,19.765,0.185,5,125.873,0.474,1
30.506,7.832,1.446,3,116.899,0.629,1
62.446,14.971,2.367,5,145.477,0.745,1
62.171,25.189,2.936,2,108.761,0.77,0
32.776,18.302,3.244,1,155.646,0.99,0
62.282,23.276,2.559,3,104.015,0.649,0
73.069,32.132,2.764,3,120.301,0.803,0
33.162,26.309,2.493,5,105.752,0.799,0
36.237,18.745,3.154,4,82.286,0.638,0
65.265,13.912,2.744,4,69.602,0.854,0
54.072,0.0,2.472,2,127.257,0.814,1
58.272,16.653,2.105,1,150.419,0.682,1
55.109,15.392,2.489,1,117.325,0.747,1
55.86,21.123,2.933,5,125.419,0.586,1
30.103,16.769,2.694,5,63.37,0.596,0
65.71,15.437,2.819,4,121.558,0.717,0
67.544,3.765,3.877,1,47.612,0.825,0
46.559,10.48,2.692,1,74.133,0.673,1
49.348,21.813,1.686,1,150.026,0.634,1
27.033,31.727,3.372,2,110.41,0.688,1
57.714,17.22,0.897,2,113.175,0.836,0
58.581,20.622,1.21,5,126.614,0.531,1
49.067,25.62,2.769,4,133.944,0.841,0
66.865,11.513,2.968,3,101.875,0.792,1
44.989,20.935,1.03,4,118.788,0.53,0
58.469,12.076,1.979,2,107.915,0.687,1
34.705,24.919,1.733,2,64.04,0.809,0
49.647,19.211,1.865,5,99.365,0.453,0
47.385,20.388,3.438,3,122.391,0.575,1
53.38,11.739,3.177,1,98.451,0.507,1
44.457,23.656,2.379,3,98.723,0.639,1
48.028,34.678,1.799,3,133.466,0.865,0
62.391,9.937,0.915,3,114.834,0.832,0
43.449,15.282,3.962,5,120.556,0.649,1
25.901,19.853,3.051,2,61.258,0.864,0
76.244,24.291,1.623,1,123.45,0.813,0
70.722,13.524,3.192,3,76.747,0.899,0
30.616,0.0,2.323,1,109.264,0.708,1
60.346,28.874,2.084,3,78.104,0.795,0
42.455,24.084,2.879,2,137.988,0.99,0
53.952,4.056,1.584,1,164.888,0.677,1
54.413,13.139,2.022,4,105.573,0.711,0
46.484,30.545,2.534,2,105.293,0.698,1
38.244,29.582,1.851,1,140.922,0.707,1
39.642,25.509,3.136,3,127.157,0.798,0
36.257,16.591,4.456,3,107.862,0.728,0
37.523,18.664,1.57,2,121.046,0.529,1
48.992,16.953,0.568,2,170.894,0.723,1
39.264,27.026,0.198,3,89.844,0.646,0
60.231,10.993,2.234,1,92.423,0.478,1
72.309,11.554,1.671,4,133.84,0.88,0
41.299,26.082,2.629,5,173.373,0.646,1
53.591,17.645,2.546,2,115.316,0.774,0
57.495,29.028,0.636,3,58.713,0.278,0
57.08,12.628,0.404,1,121.711,0.79,1
51.139,17.562,2.726,2,94.252,0.676,1
61.14,10.621,2.549,1,124.285,0.502,1
57.234,18.059,1.932,2,69.22,0.643,0
31.435,6.172,0.577,3,65.726,0.624,0
63.037,14.099,2.919,1,101.094,0.825,1
63.309,6.51,3.799,3,159.567,0.733,1
38.551,23.551,2.706,1,68.851,0.507,1
50.569,23.733,1.468,2,100.39,0.781,0
60.25,4.158,2.449,5,66.086,0.43,0
46.86,28.671,0.897,5,118.696,0.562,0
66.095,37.979,3.564,4,116.645,0.722,0
85.458,18.368,2.49,4,67.283,0.633,0
38.21,12.871,0.455,3,148.632,0.887,0
29.284,40.595,2.069,1,52.334,0.744,0
54.557,7.448,2.91,4,157.294,0.808,1
60.823,18.161,2.034,2,151.234,0.813,1
46.537,19.437,2.097,5,119.174,0.658,0
71.799,28.761,1.053,1,136.883,0.571,1
29.921,20.878,3.023,5,104.657,0.713,1
60.394,14.011,1.687,1,63.789,0.841,0
40.912,10.391,0.1,4,117.095,0.687,0
75.791,15.265,1.992,4,62.872,0.803,0
79.888,9.945,3.479,3,109.674,0.716,1
38.5,18.383,1.974,1,72.895,0.503,1
41.757,13.486,4.312,2,139.262,0.514,1
62.894,6.048,2.872,4,121.405,0.939,0
44.193,28.041,2.773,3,130.349,0.557,1
49.319,14.019,2.259,4,120.209,0.631,1
50.381,7.855,2.325,5,166.424,0.848,1
21.205,16.654,2.11,4,140.672,0.553,1
49.792,18.547,2.068,1,161.109,0.624,1
39.654,4.028,2.984,3,82.998,0.69,0
42.603,20.653,1.371,1,93.722,0.672,1
71.654,9.623,1.217,2,37.301,0.584,0
31.152,31.688,1.164,2,98.228,0.693,0
62.198,22.192,4.65,4,108.934,0.815,0
45.816,14.801,2.983,3,123.029,0.703,1
45.804,12.039,2.735,3,94.072,0.628,1
61.856,17.16,1.237,3,132.092,0.852,0
55.101,22.902,3.086,3,129.99,0.959,1
58.559,17.796,2.272,4,95.793,0.854,0
64.523,16.263,2.636,1,81.247,0.563,1
45.03,18.467,1.326,4,111.977,0.566,0
40.816,13.169,2.576,1,112.98,0.781,1
33.723,15.254,1.934,5,91.768,0.744,0
37.619,1.314,1.558,5,102.224,0.549,0
94.236,25.79,3.208,1,67.464,0.76,1
68.67,20.39,0.709,4,130.357,0.734,0
29.734,11.812,3.021,2,130.842,0.927,0
30.163,33.19,3.153,4,111.47,0.659,0
57.228,18.696,1.432,2,132.965,0.914,0
58.209,9.711,1.498,4,113.935,0.92,0
58.233,24.854,2.155,3,158.488,0.626,1
46.176,21.184,2.71,3,71.108,0.77,0
48.118,21.157,2.232,5,116.054,0.69,0
54.918,14.594,2.877,5,137.1,0.685,1
51.288,21.604,4.339,1,154.763,0.754,1
16.71,15.906,1.842,2,133.777,0.609,1
46.553,22.448,0.513,3,78.861,0.497,0
37.229,2.76,3.309,4,60.349,0.646,0
52.628,14.529,4.252,1,104.904,0.885,1
94.779,31.777,2.832,4,120.852,0.692,1
55.512,11.863,1.203,3,138.342,0.717,1
45.297,13.169,2.264,3,77.136,0.831,0
63.827,14.416,1.17,3,128.322,0.496,1
57.24,8.282,3.107,3,29.671,0.781,0
56.301,0.334,0.914,4,87.815,0.954,0
59.103,16.155,2.07,1,135.808,0.733,1
80.848,19.087,1.295,3,74.264,0.451,1
33.037,17.58,2.54,5,76.893,0.709,0
57.104,16.841,1.997,1,94.237,0.805,0
36.104,18.344,2.594,5,115.31,0.736,0
58.333,26.183,2.425,4,76.542,0.758,0
36.22,16.476,1.315,3,109.031,0.775,0
43.739,13.407,3.09,1,97.035,0.589,1
45.574,15.751,2.346,3,144.738,0.607,1
64.637,22.635,1.313,3,95.487,0.668,0
63.777,29.296,4.865,1,110.85,0.775,1
31.314,12.975,2.924,3,114.99,0.554,1
50.824,18.791,2.231,3,97.408,0.99,0
39.356,20.707,3.957,2,133.091,0.381,1
31.122,10.059,4.426,2,139.328,0.481,1
46.745,18.163,2.24,1,95.331,0.798,0
45.373,6.275,2.782,1,118.794,0.785,1
86.401,3.848,1.313,3,82.174,0.71,0
56.494,20.934,2.238,5,126.914,0.815,0
29.336,14.929,2.181,1,116.985,0.799,0
41.528,19.618,2.603,3,99.082,0.72,0
65.321,17.857,2.766,5,119.898,0.758,0
81.327,10.189,3.016,2,127.786,0.28,1
26.21,17.638,2.661,1,146.912,0.701,1
21.801,8.135,1.068,3,121.924,0.713,0
78.064,29.128,1.368,2,136.652,0.988,0
55.844,7.152,1.799,4,167.146,0.604,1
36.976,16.434,2.09,2,78.981,0.715,0
58.019,9.662,3.556,3,145.14,0.919,1
10.464,22.563,1.121,5,83.626,0.798,0
50.051,15.349,2.007,4,88.596,0.724,0
54.917,13.851,3.448,4,109.646,0.855,0
63.864,24.826,2.07,4,90.619,0.609,1
34.792,18.235,2.906,1,85.603,0.962,0
51.285,22.133,2.247,3,108.188,0.81,0
36.119,10.149,2.682,4,100.003,0.492,1
53.831,6.761,2.149,2,90.041,0.635,1
36.57,18.858,3.134,5,81.422,0.418,0
43.878,15.449,0.7,3,152.754,0.831,1
35.063,23.011,2.0,2,73.994,0.799,0
59.767,17.361,2.726,1,104.97,0.656,1
62.877,19.641,2.987,4,143.538,0.888,0
46.481,5.013,4.042,2,134.286,0.708,1
50.574,33.107,1.97,3,117.011,0.99,0
28.271,16.686,4.027,2,91.291,0.552,1
45.505,23.581,1.675,1,109.437,0.81,0
49.247,11.311,3.862,5,76.278,0.664,0
89.312,20.464,3.299,4,101.446,0.625,0
33.32,7.577,1.395,3,100.992,0.696,0
71.963,21.617,2.738,4,103.889,0.771,0
64.953,15.152,2.344,4,86.36,0.728,0
54.21,18.234,3.088,4,59.124,0.815,0
76.379,23.584,2.154,2,147.556,0.805,1
55.582,8.14,2.062,2,140.893,0.923,1
55.837,12.524,3.906,5,136.24,0.552,1
49.203,21.659,2.291,1,121.353,0.502,1
68.354,34.786,3.309,3,115.111,0.711,1
66.447,16.895,2.152,2,89.189,0.609,1
40.615,22.729,4.233,4,92.395,0.842,0
30.211,17.144,1.654,1,153.661,0.571,1
46.955,33.538,1.724,3,160.487,0.643,1
37.999,4.022,4.077,3,104.457,0.673,1
49.047,18.757,1.911,3,110.113,0.967,0
68.562,4.996,4.161,3,131.97,0.99,1
43.14,0.0,3.381,5,112.804,0.56,1
49.358,20.38,2.23,3,115.071,0.413,1
50.87,19.116,0.405,1,108.206,0.64,0
62.726,15.721,2.379,2,81.865,0.715,0
16.297,17.15,2.512,1,98.81,0.714,1
40.899,42.786,3.684,4,105.99,0.708,0
53.169,15.935,4.147,5,34.397,0.834,0
68.001,22.081,1.647,5,112.625,0.664,0
42.621,12.805,3.281,4,179.677,0.75,1
21.852,20.362,3.242,1,97.119,0.81,0
59.296,16.094,3.581,1,110.994,0.751,1
40.47,14.716,2.949,4,84.785,0.815,0
32.155,32.551,0.263,3,77.183,0.481,0
40.635,27.417,2.229,3,100.697,0.736,0
47.232,19.094,1.129,2,128.894,0.752,0
40.929,0.0,2.177,1,102.987,0.697,1
16.917,15.112,3.478,1,98.778,0.636,1
63.456,39.624,2.736,4,124.868,0.785,0
69.123,16.155,3.663,4,116.003,0.737,1
59.773,26.826,2.776,3,118.378,0.713,0
32.935,29.536,0.972,1,145.709,0.674,0
46.978,19.752,0.1,1,141.939,0.68,0
49.902,11.265,2.564,5,154.872,0.613,1
58.982,0.0,2.165,2,73.615,0.653,0
60.025,23.473,1.325,2,135.718,0.589,1
38.987,11.482,0.529,3,159.375,0.666,1
51.23,19.409,1.592,1,61.02,0.771,0
56.859,8.001,2.186,5,109.397,0.835,0
71.837,15.878,3.132,1,93.702,0.713,1
60.568,18.27,2.607,4,109.27,0.709,1
61.836,20.149,4.169,3,144.409,0.74,1
51.257,9.081,1.261,2,68.128,0.858,0
71.157,27.575,3.369,1,117.35,0.689,1
56.146,13.225,2.452,3,93.062,0.785,0
37.084,4.604,3.164,2,145.329,0.772,1
71.051,17.128,1.92,1,122.628,0.633,1
60.469,18.275,3.579,5,105.268,0.819,0
43.354,19.285,2.725,3,88.456,0.43,1
42.808,28.897,1.653,1,189.738,0.869,1
54.449,16.108,2.387,2,118.397,0.553,1
56.948,17.043,2.136,2,67.401,0.701,1
52.959,9.175,2.938,5,85.678,0.836,0
54.67,24.564,1.102,3,122.378,0.66,0
75.499,19.474,2.368,3,88.099,0.753,0
66.073,14.64,2.835,1,91.79,0.838,0
52.86,2.763,2.436,2,139.578,0.979,0
64.12,29.555,3.882,2,136.922,0.718,1
34.512,8.179,3.251,5,92.864,0.745,0
55.969,13.27,2.392,5,145.126,0.726,1
77.14,20.867,2.638,3,88.682,0.689,1
46.729,8.428,2.725,2,160.806,0.532,1
37.285,6.052,2.844,1,126.126,0.563,1
40.219,1.008,0.392,4,118.705,0.718,0
33.656,23.768,2.068,1,98.456,0.768,0
38.229,13.639,0.767,5,91.74,0.897,0
44.442,41.418,3.806,1,40.205,0.691,0
28.916,10.045,2.333,2,101.176,0.934,0
50.234,10.628,2.187,3,109.685,0.551,1
63.534,13.477,3.386,4,55.217,0.749,0
36.384,19.945,2.865,3,134.702,0.683,1
72.789,14.238,1.159,4,105.189,0.536,0
57.662,22.899,2.322,4,146.441,0.483,1
65.459,10.171,2.031,2,89.49,0.659,1
40.132,6.947,0.481,2,147.093,0.67,1
62.818,3.614,1.641,5,96.529,0.596,1
33.621,0.211,2.198,5,108.491,0.827,0
63.354,13.855,2.274,4,116.468,0.663,1
52.578,15.592,0.77,5,108.75,0.582,0
58.299,12.949,3.667,2,119.131,0.687,1
32.366,27.947,2.288,5,52.264,0.632,0
36.574,27.824,2.441,4,105.818,0.951,0
58.958,15.322,2.841,3,107.587,0.676,1
35.775,3.649,1.533,1,50.406,0.592,0
56.948,13.466,2.902,5,129.274,0.95,0
29.493,13.201,1.996,2,82.659,0.822,0
62.723,12.743,1.414,3,138.27,0.735,1
31.512,12.418,3.031,2,112.579,0.609,1
58.284,12.772,4.041,5,92.772,0.827,0
59.384,14.908,3.197,4,140.141,0.515,1
39.548,12.916,3.415,1,159.856,0.817,1
58.73,19.667,1.827,1,111.155,0.755,1
53.907,20.883,0.643,3,151.247,0.859,0
41.917,10.715,4.039,1,104.716,0.39,1
34.872,28.169,4.66,4,138.87,0.591,1
20.561,10.16,4.097,2,98.976,0.58,1
55.245,5.058,2.031,4,164.777,0.563,1
26.528,21.046,1.13,3,142.319,0.78,1
51.43,11.461,1.228,3,124.11,0.679,1
46.048,20.57,0.548,1,33.984,0.598,0
60.187,0.0,2.282,4,123.464,0.566,1
45.469,29.14,4.166,2,72.952,0.585,1
45.058,23.378,2.244,4,120.598,0.841,0
60.978,5.996,2.733,2,148.325,0.711,1
55.026,6.17,3.913,2,130.67,0.836,1
54.742,31.378,1.955,4,135.761,0.99,0
57.039,12.101,4.639,5,98.809,0.717,0
26.966,11.327,4.591,4,64.262,0.522,0
61.352,0.0,2.256,2,86.857,0.701,1
59.187,15.194,1.765,3,100.108,0.983,0
34.75,16.178,3.167,3,109.578,0.872,0
46.339,23.724,2.018,1,148.074,0.63,1
49.41,6.807,1.128,3,131.917,0.677,1
47.983,5.838,3.809,5,176.592,0.829,1
55.008,21.608,3.738,2,79.961,0.787,1
71.471,26.054,2.571,4,144.919,0.83,1
66.227,5.431,1.011,4,136.261,0.687,1
30.317,26.652,1.048,5,106.503,0.774,0
59.331,18.3,2.518,3,81.171,0.677,1
69.934,26.734,1.85,2,91.536,0.915,0
55.802,17.438,2.025,3,90.093,0.506,1
66.365,0.0,3.524,1,161.32,0.507,1
80.184,16.784,3.206,3,134.848,0.62,1
65.356,26.481,3.916,1,135.97,0.625,1
53.74,10.85,1.31,4,112.63,0.506,1
65.676,14.896,2.022,2,103.136,0.481,1
52.173,16.591,3.235,1,120.12,0.87,1
50.359,0.0,2.893,3,113.074,0.697,1
44.729,31.371,4.086,3,107.119,0.686,0
73.451,10.789,2.863,4,121.001,0.728,1
37.724,22.046,4.433,5,78.023,0.944,0
72.986,17.306,2.994,5,118.01,0.736,0
57.498,28.061,3.568,3,106.676,0.704,1
29.01,21.248,2.044,5,88.562,0.631,0
55.515,16.121,2.416,2,129.219,0.804,1
18.5,10.852,3.402,5,163.855,0.711,1
59.383,24.383,4.174,2,148.342,0.951,1
63.278,3.012,3.202,3,101.522,0.697,1
41.115,23.167,2.309,3,129.932,0.861,1
51.853,9.208,3.915,3,135.302,0.62,1
79.312,28.018,0.1,4,113.575,0.619,0
42.414,19.29,0.836,5,109.28,0.464,1
34.116,23.153,3.15,1,120.313,0.831,0
72.225,18.656,2.416,1,185.377,0.715,1
79.439,3.981,3.066,3,117.72,0.81,1
50.055,11.114,2.471,5,71.977,0.957,0
65.172,23.379,3.028,2,78.611,0.601,1
70.122,19.333,1.504,1,104.864,0.58,1
38.863,27.448,3.028,3,72.593,0.61,0
42.72,21.226,3.494,1,106.024,0.426,1
68.463,10.266,3.743,1,176.756,0.693,1
75.275,11.631,4.615,1,94.657,0.844,1
58.443,18.823,2.669,3,77.381,0.727,0
36.803,0.0,2.701,3,103.773,0.5,1
79.806,31.388,0.725,4,106.882,0.67,0
42.035,21.534,1.815,4,80.335,0.738,0
44.973,27.816,2.188,4,72.849,0.855,0
55.135,5.355,3.555,1,150.688,0.832,1
73.312,27.957,1.728,5,125.023,0.672,0
62.81,35.852,3.276,3,95.518,0.671,1
56.223,7.433,2.398,4,75.338,0.803,0
56.949,24.171,2.205,5,94.477,0.637,0
50.653,18.009,2.674,4,73.219,0.84,0
58.372,5.645,1.97,4,92.616,0.628,0
12.057,21.943,1.928,5,172.007,0.937,0
45.551,24.669,0.525,4,117.166,0.753,0
53.62,13.191,2.127,1,91.46,0.446,1
32.735,27.327,1.872,1,130.386,0.81,1
55.795,4.666,1.832,1,82.099,0.756,0
46.933,6.042,2.859,2,97.831,0.788,1
76.332,19.093,3.124,4,54.375,0.99,0
73.595,18.203,2.655,2,148.222,0.683,1
43.013,12.267,3.495,3,103.948,0.503,1
47.737,24.477,3.033,5,85.437,0.897,0
48.891,22.247,2.075,3,129.485,0.471,1
43.225,24.865,1.891,2,78.568,0.616,0
52.925,17.015,2.744,1,80.392,0.726,0
38.626,22.821,3.031,4,98.629,0.594,1
33.041,14.435,3.938,4,74.074,0.711,0
59.341,34.431,3.71,1,90.397,0.701,1
59.443,11.5,1.804,4,104.055,0.935,0
37.935,34.842,2.288,5,106.764,0.381,1
63.43,18.279,3.138,5,70.261,0.732,0
40.526,6.996,3.575,5,102.67,0.591,1
53.797,28.945,3.433,3,127.42,0.641,1
62.305,19.007,2.33,1,132.423,0.815,1
49.496,24.809,1.021,5,95.074,0.793,0
56.821,27.791,1.301,2,104.335,0.768,0
42.254,20.704,2.7,5,102.565,0.544,1
47.053,13.262,2.776,3,68.249,0.886,0
46.912,25.806,1.191,2,93.795,0.597,1
38.801,18.006,2.449,1,133.887,0.914,1
47.348,23.487,3.094,1,134.363,0.629,1
26.771,0.77,1.134,5,122.357,0.864,0
42.633,21.576,3.615,2,30.164,0.734,0
45.727,12.891,1.985,2,86.555,0.486,1
46.157,31.226,3.783,5,124.028,0.67,1
46.378,22.985,1.813,5,161.372,0.958,0
49.074,19.919,1.271,4,109.563,0.835,0
57.192,21.89,1.896,4,112.876,0.659,1
63.118,10.012,2.295,5,106.605,0.903,0
40.254,30.986,1.973,3,70.804,0.759,0
31.952,33.931,2.162,4,120.558,0.95,0
34.369,21.143,2.767,5,64.36,0.709,0
42.692,30.723,2.212,2,107.443,0.679,1
44.721,13.447,2.327,4,112.671,0.858,0
38.45,11.623,0.52,3,111.479,0.755,0
30.558,18.327,2.831,1,71.048,0.798,0
43.158,21.48,2.302,2,88.729,0.599,1
52.721,14.848,4.171,3,130.662,0.884,0
58.925,22.302,1.366,3,112.186,0.858,0
41.639,20.451,0.411,3,88.926,0.909,0
43.805,10.014,3.08,2,77.866,0.53,1
36.1,22.15,2.781,3,134.084,0.557,1
49.528,24.908,1.291,1,111.031,0.615,1
37.274,19.372,0.717,4,76.077,0.686,0
58.597,27.221,4.091,2,104.34,0.533,1
23.212,8.261,3.956,3,85.817,0.809,1
44.606,21.744,0.1,5,119.041,0.659,0
54.517,8.638,1.896,4,147.609,0.896,0
52.758,9.087,4.231,2,77.575,0.99,0
90.396,12.953,1.876,5,114.715,0.637,1
55.247,10.464,1.86,5,114.17,0.613,0
34.939,13.616,2.089,3,45.664,0.825,0
48.568,16.287,1.167,2,134.978,0.734,1
23.356,24.697,0.525,3,172.968,0.772,1
48.791,15.431,3.558,1,114.141,0.906,1
37.504,5.315,0.373,5,150.789,0.682,0
63.731,27.121,2.672,1,72.363,0.571,1
41.757,11.303,3.375,3,88.437,0.548,0
48.249,17.53,0.804,4,112.137,0.695,0
40.467,21.572,1.383,5,84.39,0.671,0
76.083,19.597,3.734,4,111.143,0.841,1
45.181,26.753,2.986,2,140.101,0.915,1
77.488,21.832,1.721,5,83.508,0.914,0
62.212,11.11,3.722,1,141.426,0.622,1
57.231,35.428,3.727,4,52.301,0.608,0
55.531,19.555,2.696,2,92.937,0.466,1
55.907,16.821,1.41,5,104.092,0.72,0
21.085,25.711,1.945,2,82.191,0.844,0
45.817,19.996,2.715,1,93.356,0.621,1
62.677,21.194,2.193,5,151.884,0.513,1
49.267,37.937,3.433,2,147.198,0.984,0
28.922,15.799,0.717,3,131.601,0.621,1
49.214,15.458,0.756,5,141.236,0.704,0
75.562,18.933,2.599,5,91.389,0.655,0
68.703,26.572,1.859,5,73.315,0.533,0
49.07,5.948,1.71,5,85.772,0.846,0
64.272,2.276,0.455,3,90.229,0.475,1
44.502,13.303,2.422,1,91.715,0.877,0
24.442,4.929,2.342,3,125.844,0.758,1
36.133,14.601,3.119,3,119.695,0.682,1
73.443,22.02,2.476,2,104.73,0.685,1
45.89,10.874,2.254,4,106.578,0.784,0
46.349,6.585,3.695,4,142.848,0.63,1
45.502,18.555,0.956,2,71.245,0.745,0
78.562,24.9,2.99,3,133.69,0.596,1
74.389,4.44,0.562,2,46.661,0.419,1
83.282,24.562,1.478,5,93.023,0.806,0
47.614,24.538,1.066,2,155.318,0.99,0
54.434,25.633,3.26,2,119.025,0.799,0
27.25,27.748,2.328,5,96.001,0.713,0
72.154,35.616,2.385,4,137.46,0.664,1
32.483,15.151,1.183,5,127.853,0.669,0
53.252,18.877,2.07,1,126.638,0.664,1
33.54,14.668,1.56,2,103.959,0.748,0
41.167,18.016,2.822,2,138.798,0.386,1
37.441,30.263,1.31,4,90.683,0.362,1
40.882,7.24,3.863,3,89.264,0.783,0
41.913,11.112,0.557,5,166.228,0.692,1
41.776,29.017,1.513,3,95.003,0.582,0
62.5,26.16,4.245,1,49.045,0.578,1
33.427,15.095,1.921,5,141.875,0.642,1
53.308,24.835,0.954,1,150.839,0.661,1
68.269,20.73,2.641,1,102.927,0.919,0
42.302,30.002,1.877,1,47.168,0.57,0
39.231,18.596,1.481,5,108.343,0.827,0
46.542,26.205,1.195,5,172.169,0.803,0
67.696,39.136,5.0,4,116.077,0.691,1
52.912,22.785,2.123,2,133.081,0.827,1
42.032,18.395,0.282,3,134.804,0.782,0
57.258,23.78,4.043,3,139.139,0.544,1
33.466,15.078,3.072,1,165.876,0.637,1
60.22,37.104,1.557,5,142.404,0.774,0
56.129,19.441,1.374,5,107.578,0.636,0
45.383,15.817,3.141,1,76.524,0.806,1
37.421,11.314,2.128,2,122.891,0.883,1
36.7,26.778,0.281,3,104.196,0.716,0
58.022,24.937,4.366,4,131.504,0.635,1
68.435,14.021,1.923,2,84.114,0.619,1
40.44,22.612,4.045,5,100.982,0.669,0
56.876,5.932,3.806,1,110.335,0.659,1
18.695,19.48,1.299,3,81.824,0.841,0
41.231,21.622,3.537,1,111.196,0.638,1
49.534,31.659,1.683,5,133.606,0.695,0
36.355,11.833,0.347,1,167.304,0.829,1
35.952,7.773,1.933,3,87.941,0.674,0
39.983,10.837,2.837,1,137.175,0.658,1
54.383,7.307,1.891,3,50.66,0.842,0
47.19,28.693,2.062,1,109.774,0.882,0
16.427,30.389,3.658,1,112.119,0.725,1
18.189,20.562,2.517,3,134.426,0.952,0
40.897,27.77,1.472,1,94.41,0.743,0
56.865,19.072,3.172,2,117.343,0.843,1
10.0,17.239,2.617,4,143.253,0.99,0
42.504,15.336,0.1,2,76.183,0.632,0
42.106,15.517,2.871,4,51.244,0.647,0
70.825,5.618,2.831,2,142.386,0.832,1
44.225,20.114,2.422,4,80.075,0.698,0
55.745,17.677,3.381,1,123.709,0.588,1
52.119,23.963,1.66,3,168.503,0.671,1
18.042,18.748,2.77,3,135.091,0.522,1
61.523,16.698,0.676,5,80.86,0.723,0
53.231,11.03,2.848,4,66.133,0.743,0
57.624,18.577,4.548,5,86.646,0.872,0
100.0,23.906,1.306,5,115.185,0.885,0
18.738,8.853,1.564,4,102.503,0.676,0
